offre_id,offre_found,n_candidat_skills,n_offre_skills,n_acquises,n_manquantes,n_essentielles_manquantes,taux_match_neo4j,competences_acquises,competences_manquantes,titre_poste
OFFRE_000016_58eb4be1b17b,True,6,6,0,6,6,0.0,[],"['comprendre le macédonien écrit', 'comprendre le serbe écrit', 'comprendre le latin écrit', 'comprendre le marathi écrit', 'comprendre le hongrois écrit', 'comprendre le russe écrit']",Soudeur Menuisier Métallique
OFFRE_000017_a380a5f3d501,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000018_04777b7ef19e,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000019_45e5c3277bbb,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000020_8ed6522f59cb,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000021_efd1c30b2e8e,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000022_92f85fc08b11,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000023_3eb75a636c1b,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000024_e99033571d89,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000025_5c5917aa0b86,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000026_6c3b292c80d3,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000027_f9bac18de42a,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000028_83ad469d1bff,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000029_4b66f35d080d,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000030_2fe157321e33,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000031_48078f55651e,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000032_2b9b98cef432,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000033_173a3e335357,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000034_6d978851b11d,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000035_9ece0df13907,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000036_7649d5d5951c,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000037_a2eb55ad557b,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000038_d2f58739bc1f,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000039_b9343917c565,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000040_843b9d176044,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000041_fb9953804adb,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000042_a0f0c93124b0,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000043_fac6e83b95e8,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000044_ceff41b32ddc,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000045_687cf3ea0682,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000046_727cc060b1e2,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000047_1d79e95be092,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000048_ea9e2ec6d385,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000049_bed4bd52107b,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000050_a6c7b4e6450b,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000051_bf26aa9b5116,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000052_bef5a5ea16a1,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000053_0ffc450dc6e8,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000054_197d15c22f26,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000055_7010379876da,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000056_0076ddb31b03,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000057_080f73289bf8,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000058_9ee29fb7dbd4,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000059_472ae404f67c,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000060_d9fca033a28b,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000061_31f101c3bd4b,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000062_7447170460c2,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000063_5c4059bc29c0,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000064_0a4ff4550b40,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000065_978e8771947f,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000066_63abf6a9d850,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000067_2c4d1feba515,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000068_8c1f950b7f9b,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000069_82732a147a76,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000070_dc7b64941066,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000071_0c1ee7ff65f6,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000072_1d7073008c31,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000073_1a380eb4157c,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000074_dcb68eb41a17,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000075_dec07e945984,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000076_3bf4287d48aa,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000077_6e7808a315a5,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000078_43b44104e190,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000079_38885f5842c1,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000080_e879ebcb6182,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000081_bd98668775f5,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000082_13d78b20031a,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000083_8b8e0d6cf1be,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000084_96ae8b7c7ae7,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000085_185c25ccf175,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000086_6df3b8e21494,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000087_bf45c879b539,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000088_def0b37c8334,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000089_71168841f0fc,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000090_5c6bfe0754ab,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000091_84797601e8d2,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000092_4f15bc389871,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000093_9cec0c74a340,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000094_aabc57ec92cd,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000095_7fdc9be52dcb,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000096_75e9302ad57f,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000097_b822bb25b786,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000098_fc8066be65a8,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000099_1e82e5c950b3,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000100_de826547b871,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000101_f39f196ba480,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000102_87a9ee4df2de,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000103_aa0bf863d5e0,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000104_0806336141d5,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000105_b80e88ab9ce6,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000106_aae147aee8a0,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000107_b271b6d7baa5,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000108_44c4e55d2542,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000109_065d6b3a184f,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000110_9d62ce2c0ec2,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000111_d7689e831521,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000112_01e102fe8373,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000113_0a2d080776fa,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000114_02b28f9fd95c,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000115_40aa26073ad0,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000116_7384211c697e,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000117_d0d70aeec5cb,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000118_854d7e4c7331,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000119_c5f6ce1064c0,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000120_d572dbeb56e1,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000121_2322b296d936,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000122_c0dfdc092cf1,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000123_f2bb335be31f,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000124_017d3337f3cc,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000125_ec8bbd5d9d26,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000126_369808101947,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000127_0503f30474a5,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000128_994b43bba22c,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000129_6d49fb99e2c0,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000130_cb0f2073000a,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000131_90ddd31b2ec5,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000132_84b87828e6cb,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000133_17afc8d6bd73,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000134_9606ac8283e6,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000135_24c50913e6f4,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000136_40836da94d81,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000137_197ac9cf867f,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000138_e904d014e6a0,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000139_2f381401d4cd,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000140_e436380db08f,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000141_347802349a5c,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000142_b057a7285453,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000143_293fbf0bb8e8,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000144_f3f59db61161,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000145_c5724bd9c373,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000146_4b0e06dc143b,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000147_c78d2602fcb6,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000148_6fd8f75159dd,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000149_3545b495b969,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000150_7b927da35b77,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000151_8c2e41ecda86,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000152_8fbbb8c0ceec,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000153_24016e158c49,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000154_9daf14962f35,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000155_ec2a9096d7b3,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000156_22b2faba7ed2,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000157_e4e214c4e8ac,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000158_d99029712a34,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000159_1ab65caa0cdc,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000160_d8766056f298,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000161_9aed3790bff8,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000162_233168aa1894,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000163_8bfd06b9e757,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000164_8584e15d5d6d,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000165_a5f55311fbc5,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000166_7e4acdecbf3b,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000167_be4d03a4e8ee,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000168_73465ab450f2,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000169_54a3cfe1622a,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000170_fb4c6bf028c4,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000171_b2603f370ee3,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000172_3c13ceb09013,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000173_5e4f68a0216d,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000174_14532f03f237,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000175_c718a17914fc,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000176_5dc4dbb918e0,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000177_ebea02e0f196,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000178_7530b8bcc8f2,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000179_afbd710307b6,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000180_9d56dd530a3b,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000181_beb6d4d0e9e2,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000182_d311a55d3c31,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000183_9b7f36d9bf56,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000184_d11246866376,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000185_bfb9c2c041a4,True,6,0,0,0,0,0.0,[],[],Cadre administratif
OFFRE_000186_ebe1892e8c79,True,6,4,0,4,4,0.0,[],"['former des agents de sécurité', 'principes de sécurité en équitation', 'assurer la santé et la sécurité dans le cadre de la détention d’animaux', 'risques pour la santé et la sécurité dans les travaux souterrains']","Cadre Sécurité, Hygiène et Environnement"
OFFRE_000187_e05765da8f6b,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000188_c253b5917666,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000189_4e5425d6f7e1,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000190_374ce5811f99,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000191_fee14d710196,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000192_c0da73e114b9,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000193_436ff472b50e,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000194_c548c85cb75d,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000195_237754c9e2db,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000196_7ebc80542450,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000197_d7653cf17a28,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000198_287793220869,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000199_9e7cdd2c9ad0,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000200_35807e68842b,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000201_a952a79ed7ec,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000202_df275b1ff85f,True,6,5,0,5,5,0.0,[],"['slovaque', 'croate', 'slovène', 'bulgare', 'tchèque']",Contrôleur du travail
OFFRE_000203_dde33f924e2d,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000204_e253a848e619,True,6,0,0,0,0,0.0,[],[],Enseignant du Secondaire
OFFRE_000205_a7ed56743acf,True,6,6,0,6,6,0.0,[],"['enseigner l’économie domestique', 'économie de l’environnement', 'sciences sociales', 'économie', 'suivre une économie nationale', 'économie politique']",Gestionnaire des ressources humaines
OFFRE_000206_d290ca2371c2,True,6,0,0,0,0,0.0,[],[],Scieur
OFFRE_000207_825cf95d5c05,True,6,0,0,0,0,0.0,[],[],Agent d'entretien
OFFRE_000208_535d302c588e,True,6,0,0,0,0,0.0,[],[],Vendeur en magasin
OFFRE_000209_fdbd060ff889,True,6,0,0,0,0,0.0,[],[],Cuisinier Domestique
OFFRE_000210_127eff7ce1f3,True,6,0,0,0,0,0.0,[],[],Employé de Ménage
OFFRE_000211_3abb982eb6b6,True,6,0,0,0,0,0.0,[],[],Cadre comptable
OFFRE_000212_4ee1d941ea48,True,6,0,0,0,0,0.0,[],[],Cadre administratif
